Engine_speed,Clutch_torque,Percentage
2119.1876009693055,9.72111254711901,3.710697479243473
1878.003861788618,9.331977777777778,3.6867188202499777
2376.539646869984,9.751782343499196,3.1122301151974745
1630.0405602331607,9.282906088082902,3.0852541238297913
2120.133684405026,29.908016260162604,2.70359380151665
1875.3388514777403,29.92039393939394,2.6706231454005933
1880.7307043836643,49.74926789059572,2.666626702235011
2373.1893823865803,49.69176096073199,2.6206676058308105
2123.139773599386,49.74641749808135,2.6036827223770844
2376.528305544785,30.161473439317565,2.5767067310094016
1871.5437627811862,89.91936768916155,2.4428258849623834
1117.151350174216,8.89084712543554,2.2939583770444303
1384.081145314622,9.234350837483023,2.2070357381930084
2120.637279311906,69.86102716161159,2.2070357381930084
2613.2170367014046,9.43838649750793,2.205037516610217
1628.8204081632653,29.630467573696144,2.2030392950274256
2376.1324001835706,69.43939834786599,2.1770624144511386
1631.2070930232558,89.45522744186047,2.1480882015006646
1876.553674351585,69.75759606147935,2.0801486676857595
2117.9320586820586,89.83019047619048,2.0771513353115725
1627.4587578845221,70.73889956331878,2.0591673410664506
2375.7001730959446,90.01354203758656,2.0202020202020203
2118.295116509668,109.43105404065443,2.0152064662450417
2617.246485943775,49.90302459839357,1.9902286964601505
2619.8128218331617,30.097005664263648,1.9402731568903677
1887.3747288503255,108.29344848156182,1.8423602993335932
2376.007485875706,109.36076610169492,1.7684261007703144
1631.4236389684813,49.8175335243553,1.743448330985423
1378.6878299120235,70.13471085043989,1.7034838993295967
2613.557599517491,69.55738118214717,1.6565256921340008
1380.5810200129115,29.356276952872822,1.547622615871874
2374.377370830608,129.35056115107915,1.527640400043961
2615.8233108108107,89.6252891891892,1.4786839712655735
1126.1814868804665,29.408123906705537,1.3707800057948427
1379.5413431677018,49.95101863354037,1.2868546993176073
2607.5510204081634,109.12759811616954,1.272867148238068
2135.1756490952007,128.66762155782848,1.2698698158638813
2613.803357314149,130.26694724220624,1.249887600035968
1125.7785888077858,50.776209245742095,1.2319036057908461
1388.2708883025505,88.50802990325417,1.135988969816863
1140.1474475843208,68.57439197812216,1.0960245381610367
2859.8501394052046,49.53938847583643,1.0750432115417279
2855.0397286821703,30.37185658914729,1.031082336720319
2853.8987206823026,8.930639658848614,0.937165922329127
2864.3759500542888,90.15573072747014,0.9201810388754009
2867.0355555555557,69.85505888888889,0.8991997122560922
1645.5796670630202,107.35207966706301,0.8402521755637483
2859.341724137931,109.2906,0.724355323761852
2853.0712579617834,130.65277229299363,0.6274415769964731
1897.0854943273905,128.04638735818477,0.6164513582911209
1146.0768581081081,87.79264695945946,0.5914735885062294
2376.2799642218247,148.18326296958853,0.5585029323901728
2623.3186475409834,147.74756557377052,0.487566066201081
3103.4762443438913,90.84414027149322,0.44160696979688074
3114.217005076142,70.18306598984772,0.3936496518098892
2861.8980263157896,146.50247894736842,0.37966210073035
2143.7810026385223,148.2691345646438,0.37866298993895436
3098.980662983425,109.43645027624308,0.36167810648522813
3099.768292682927,9.252868902439024,0.3277083395777758
3105.098297213622,49.72018575851393,0.32271278562079747
3109.8429824561404,30.083101754385968,0.2847465755477625
1405.9631474103585,106.45790438247012,0.25077680864031016
3095.756072874494,129.35885425101216,0.24678036547472748
2370.6671052631577,169.48227368421053,0.189831050365175
2614.5815217391305,169.1297989130435,0.18383638561680105
3095.3104395604396,147.57488461538463,0.18183816403400974
3319.8633720930234,50.62682558139535,0.17184705612005316
3335.3076923076924,69.90146794871795,0.15586128345772263
1669.6284722222222,126.89193055555558,0.14387195396097474
3338.736641221374,29.30063358778626,0.1308835136728312
3340.25,8.919715384615385,0.12988440288143552
3313.830078125,88.60493749999999,0.1278861812986442
2860.7161016949153,168.04233898305085,0.11789507338468763
2159.017094017094,167.4481623931624,0.11689596259329196
1917.451388888889,146.3090462962963,0.10790396547073104
3344.179411764706,110.48816470588234,0.08492441726863093
3345.268115942029,128.7183333333333,0.06893864460630039
1149.7420634920634,105.01892063492065,0.06294397985792645
2363.108333333333,184.14478333333332,0.05994664748373948
3121.075,168.65833333333333,0.05994664748373948
2610.03125,185.27342857142858,0.05595020431815684
3361.705882352941,148.29539215686273,0.050954650361178556
2868.2894736842104,185.45731578947368,0.037966210073034995
3346.4605263157896,167.9193684210526,0.037966210073034995
3371.978260869565,186.55713043478264,0.02297954820210013
3566.2272727272725,49.63631818181818,0.021980437410704472
3598.0227272727275,111.3465909090909,0.021980437410704472
2193.5476190476193,183.24704761904763,0.020981326619308814
3088.075,186.46885000000003,0.01998221582791316
3570.4736842105262,8.707263157894738,0.018983105036517497
3610.625,148.51044444444446,0.017983994245121843
3596.794117647059,132.63229411764704,0.016984883453726184
1390.4038461538462,124.375,0.012988440288143553
3616.903846153846,90.31238461538463,0.012988440288143553
3616.4791666666665,30.958333333333332,0.011989329496747895
3566.8,68.3061,0.00999110791395658
3602.75,185.9563,0.00999110791395658
1700.0833333333333,144.15955555555558,0.008991997122560921
3622.722222222222,172.528,0.008991997122560921
1941.59375,164.937625,0.007992886331165263
3860.4285714285716,92.07128571428572,0.006993775539769605
3828.3928571428573,170.52685714285715,0.006993775539769605
4088.6428571428573,88.96442857142857,0.006993775539769605
3936.8333333333335,32.354166666666664,0.005994664748373947
3860.375,130.719,0.005994664748373947
3894.2916666666665,151.54166666666666,0.005994664748373947
3823.85,51.9876,0.00499555395697829
4109.6,167.1504,0.00499555395697829
3863.3125,9.844000000000001,0.0039964431655826315
4607.4375,36.25,0.0039964431655826315
4138.333333333333,1.708,0.0029973323741869736
4080.4166666666665,108.45866666666666,0.0029973323741869736
1175.25,120.781,0.0019982215827913158
3791.625,76.25,0.0019982215827913158
3796.875,109.7185,0.0019982215827913158
3830.75,186.531,0.0019982215827913158
4058.5,46.531,0.0019982215827913158
4447.0,52.0935,0.0019982215827913158
4380.75,88.969,0.0019982215827913158
4914.875,67.875,0.0019982215827913158
4898.125,127.531,0.0019982215827913158
4243.25,70.438,0.0009991107913956579
4012.75,134.812,0.0009991107913956579
4156.75,144.875,0.0009991107913956579
4303.0,2.188,0.0009991107913956579
4388.0,37.25,0.0009991107913956579
4398.0,75.0,0.0009991107913956579
4284.0,128.375,0.0009991107913956579
4272.5,165.688,0.0009991107913956579
4706.5,47.375,0.0009991107913956579
4803.25,37.25,0.0009991107913956579
4940.75,111.688,0.0009991107913956579
5233.75,79.062,0.0009991107913956579
5271.5,16.062,0.0009991107913956579
