Time,Engine speed,Throttle position,Accelerator pedal position,Speed,Trip fuel consumption
326.2,661.8102941,2.25923426,0,0,179941.2778
327,657.4029412,2.249935375,0,0,180110.6324
327.8,657.4558824,2.250150793,0,0,180268.1132
328.6,656.3823529,2.25485409,0,0,180439.6553
329.3,648.8544118,2.264978745,0,0,180603.4432
330.1,653.7617647,2.283791935,0,0,180764.5938
330.9,657.1573529,2.277078068,0,0,180915.6423
331.6,660.0897059,2.24088781,0,0,181087.7978
332.4,649.3985294,2.188110352,0,0,181240.9871
333.2,634.7808824,2.863733628,0,0.035294118,181404.1901
334,696.2411765,2.973022461,2.940745634,1.104411765,181610.5722
334.7,757.0529412,4.988654642,11.39659208,2.135110294,181856.7406
335.5,1090.797059,8.155338063,17.67326804,3.909007353,182215.4186
336.3,1309.195588,8.94495347,18.88427734,6.531341912,182756.2434
337.1,1471.372059,9.4566794,18.88427734,8.632352941,183405.9042
337.9,1683.607353,10.23584702,18.8837388,10.52564338,184168.8956
338.7,1531.261765,8.756606158,13.55598001,12.38602941,184894.1318
339.5,1306.527941,6.677928251,11.69433594,13.66957721,185482.6827
340.3,1321.611765,6.806676528,12.88035673,14.24733456,185900.7381
341.1,1321.411765,7.463199391,14.92040298,14.83134191,186381.9489
341.9,1251.542647,8.290333467,19.71069336,15.83823529,186867.5237
342.7,1364.458824,10.26744169,21.75077551,17.28023897,187478.8548
343.5,1510.163235,11.81069767,22.65237247,19.125,188277.2195
344.3,1673.057353,13.44177246,23.39172363,21.16231618,189221.9757
345.1,1839.383824,13.70005888,23.41071634,23.30634191,190139.3631
345.9,1924.980882,13.37370031,23.46191406,25.15735294,191056.3814
346.7,1429.988235,12.31423771,23.6150405,26.95625,191992.709
347.5,1465.516176,12.04230813,23.00720215,28.45652574,192930.4798
348.3,1540.239706,12.3461196,23.00720215,29.88235294,193754.9601
349.1,1612.841176,12.71818273,23.00720215,31.36672794,194604.2664
349.9,1685.686765,13.23349897,23.00720215,32.76424632,195512.2075
350.7,1757.170588,13.60294118,23.00720215,34.17058824,196424.6875
351.5,1826.905882,13.34566004,23.00720215,35.58897059,197481.3943
352.3,1870.807353,13.27615177,23.00720215,36.70845588,198366.5248
353.1,1478.666176,11.94472369,23.00720215,37.68933824,199286.7406
353.9,1476.082353,12.07016889,23.00720215,38.65404412,200110.2542
354.7,1512.05,12.668098,23.83634679,39.56976103,201058.8199
355.4,1552.997059,15.87172564,27.27564195,40.60367647,201912.6893
356.2,1607.119118,19.84281652,28.77057244,41.96764706,203021.3572
357,1667.875,20.88059369,29.23831715,43.63520221,204183.0219
357.8,1730.863235,22.12269503,29.51660156,45.23400735,205577.1221
358.6,1794.072059,21.74851361,29.58000632,46.92977941,206808.4844
359.4,1848.592647,16.14968693,23.96703384,48.41654412,208032.6438
360.2,1874.186765,10.02778895,15.85154814,49.22849265,209038.1452
361,1721.689706,8.695104262,14.42558737,49.22573529,209659.9347
361.9,1565.758824,8.254897174,14.41650391,49.12408088,210112.5438
362.6,1456.632353,7.90660185,14.41650391,49.00496324,210598.0699
363.4,1372.607353,8.201688879,16.70126522,49.00055147,211128.9301
364.2,1375.104412,8.862986845,17.64831543,49.07113971,211722.1351
365,1378.820588,8.843958238,17.86233341,49.20523897,212343.5018
365.8,1383.780882,9.118939568,18.51479923,49.38143382,212976.7702
366.6,1388.804412,9.203742532,18.51501465,49.56700368,213649.1149
367.4,1394.461765,9.114487592,18.15067067,49.765625,214342.0717
368.2,1399.105882,8.86435116,17.45910645,49.93400735,215007.145
368.9,1403.160294,8.855088178,17.45910645,50.04908088,215629.9081
369.7,1405.144118,7.509298886,11.26321232,50.19485294,216236.1572
370.5,1390.182353,4.604097254,0.003123564,49.83759191,216688.6939
371.3,1368.119118,5.078340418,0,48.88915441,216828.2732
372.1,1330.514706,4.839298024,0,47.54375,216834.7188
372.9,1300.304412,4.836030848,0,46.40909926,216834.7188
373.7,1267.520588,4.759126551,0,45.27849265,216834.7188
374.5,1204.158824,4.53089097,0,43.07582721,216834.7188
375.3,1370.444118,4.840949563,0,40.05441176,216834.7188
376.1,1443.023529,5.059706744,0,37.82582721,216834.7188
376.9,1393.205882,5.030050839,0.410910214,36.55523897,216834.7188
377.7,1357.092647,3.989329619,5.003518497,35.53915441,216976.204
378.5,1333.919118,4.741641774,6.564582376,34.92591912,217469.7923
379.3,1319.075,5.316126206,8.609116498,34.60652574,217876.6303
380.1,1309.622059,5.530503217,8.840942383,34.34329044,218252.8401
380.8,1302.654412,5.515926585,8.929443359,34.05735294,218663.6625
381.7,1294.698529,5.504509421,8.929443359,33.86838235,219016.5618
382.5,1287.582353,5.490004596,8.929443359,33.68823529,219378.3713
383.2,1280.719118,5.486019359,8.933320887,33.51029412,219740.2643
384,1274.345588,5.708079619,10.34136604,33.31911765,220122.5165
384.8,1271.495588,6.625150793,12.31445313,33.25,220519.9267
385.6,1272.263235,7.09303912,14.11114861,33.26911765,220945.7697
386.4,1278.3,7.539995979,14.85595703,33.42821691,221448.802
387.2,1287.354412,7.578771255,14.85595703,33.66920956,221965.2013
388,1296.911765,7.551449046,14.85595703,33.90045956,222495.1272
388.8,1306.661765,7.51798742,14.71137552,34.175,223115.9991
389.6,1314.860294,7.49443503,14.46324966,34.47527574,223633.9686
390.3,1322.476471,7.340051988,14.08479578,34.70854779,224136.6925
391.1,1326.592647,6.084738339,8.977589327,34.80882353,224633.7033
391.9,1307.792647,4.712703929,0,34.48023897,225055.9634
392.7,1210.944118,4.552648208,0,31.88170956,225249.3943
393.5,994.8132353,3.212280273,0,28.30073529,225306.8204
394.3,1024.998529,2.360803941,0,25.484375,225459.9094
395.1,831.225,1.973446117,0,24.07775735,225669.925
395.9,803.9397059,2.027875115,0,23.14981618,225828.2813
396.6,839.0426471,2.190659467,0,22.13547794,225990.9474
397.4,822.0455882,2.123664407,0,20.36387868,226168.3665
398.2,726.5455882,1.850047392,0,17.55422794,226335.8074
399,639.4544118,1.78811466,0,14.0875,226489.3557
399.8,644.55,1.625007181,0,11.58363971,226619.0873
400.6,628.9764706,1.816119026,0,9.276378676,226741.7028
401.3,622.4911765,2.074943991,0,7.219301471,226880.0535
402.1,617.1323529,2.569041533,0,5.201194853,227037.4443
402.9,619.4647059,2.611694336,0,2.077573529,227209.9529
403.7,620.45,2.635857077,0,0.117647059,227376.4335
404.4,623.6661765,2.641422047,0,0,227553.3252
405.2,629.6235294,2.589003619,0,0,227728.8171
406,632.1705882,2.587531595,0,0,227922.9572
406.8,633.4058824,2.593383789,0,0,228091.0925
407.5,629.9,2.630579331,0,0,228284.298
408.3,625.7911765,2.681382123,0,0,228456.634
409.1,624.1132353,2.753942153,0,0,228621.5619
409.9,630.1779412,2.674524644,0,0,228781.8051
410.6,631.4279412,2.606021657,0,0,228966.1454
411.4,648.325,2.211626838,0,0,229124.9443
412.2,649.2323529,2.257869945,0,0,229295.7239
413,648.0823529,2.315673828,0,0,229446.1007
413.8,651.4470588,2.241964901,0,0,229611.8925
414.5,647.9573529,2.293306239,0,0,229781.7298
415.3,647.8264706,2.334199793,0,0,229931.8599
416.1,653.9882353,2.214211857,0,0,230081.2279
416.9,656.8941176,2.171379538,0,0,230235.2493
417.7,657.0029412,2.152781767,0,0,230407.8517
418.5,650.95,2.242036707,0,0,230556.6568
419.2,648.7588235,2.226777918,0,0,230704.7116
420,654.5617647,2.202974207,0,0,230847.3656
420.8,657.6573529,2.194177964,0,0,231000.5846
421.5,650.7073529,2.381089154,0,0,231157.8232
422.3,665.2647059,2.860466452,6.515000287,0.283363971,231330.7309
423.1,835.0691176,6.451631434,17.24681181,1.600275735,231566.3239
423.9,1277.614706,9.655115464,20.4178754,4.558823529,232039.6324
424.7,1498.395588,11.91093894,22.7461871,7.927573529,232741.3822
425.5,1798.491176,13.40116613,22.99890855,10.84595588,233581.5217
426.2,1505.204412,9.326674517,11.43037684,13.61902574,234542.7684
427,1320.086765,5.268375172,6.697926241,14.77380515,235143.6121
427.8,1216.370588,4.598388672,7.347986558,14.95882353,235461.9268
428.6,1179.129412,4.943201402,7.955178653,15,235748.002
429.4,1189.788235,4.92223403,7.714879653,15.13207721,236075.7949
430.2,1198.269118,4.927870807,7.697610294,15.25,236390.8684
431,1204.111765,4.918643727,7.696533203,15.33446691,236678.098
431.8,1207.194118,4.954654469,7.692332548,15.37398897,236955.8592
432.6,1210.710294,4.952967027,7.650433709,15.37849265,237264.6743
433.3,1176.705882,3.906214097,0.675910501,15.27610294,237570.346
434.1,1063.676471,3.568833295,0,14.30367647,237794.9669
434.9,894.3264706,3.058866613,0,11.22362132,237989.5983
435.7,733.2014706,2.607996324,0,7.996783088,238165.5704
436.5,654.8455882,2.758214614,0,5.043382353,238336.798
437.3,651.3779412,2.864236271,0,2.460386029,238515.5818
438.1,646.8014706,2.778535731,0,0.595588235,238696.475
438.8,645.9838235,2.645263672,0,0,238878.5022
439.6,637.3294118,2.671006147,0,0,239071.7496
440.4,661.5044118,2.085966222,0,0,239238.7176
441.2,654.1455882,2.246991326,0,0,239394.9226
441.9,648.7176471,2.299984203,0,0,239543.5063
442.7,651.6926471,2.307811064,0,0,239692.0728
443.5,652.3838235,2.290254481,0,0,239856.9127
444.3,650.8485294,2.294526942,0,0,240017.6961
445,651.8029412,2.333733054,0,0,240166.366
445.8,647.2485294,2.215073529,0,0,240304.2586
446.6,665.4058824,2.20146628,0,0,240455.5588
447.4,664.1691176,2.227424173,0,0,240617.2564
448.1,659.3367647,2.222972197,0,0,240799.595
448.9,658.4029412,2.224121094,0,0,240959.2493
449.7,660.15,2.227136949,0,0,241113.6744
450.5,658.2117647,2.228321749,0,0,241263.3191
451.3,645.1588235,2.242575253,0,0,241419.432
452,651.9985294,2.260849897,0,0,241576.3695
452.8,658.8132353,2.223403033,0,0,241730.5649
453.6,658.9470588,2.180103975,0,0,241877.1811
454.4,648.7220588,2.234676585,0,0,242034.2105
455.2,656.3088235,2.257798139,0,0,242193.6149
456,660.2205882,2.212991153,0,0,242348.4031
456.8,653.1764706,2.223654354,0,0,242496.7623
457.6,647.2441176,2.25212546,0,0,242650.411
458.3,653.3897059,2.240241556,0,0,242805.37
459.1,670.9661765,2.321633732,0,0,242961.4329
459.9,677.6794118,2.839283663,0,0,243127.7294
460.7,703.1705882,3.382317038,7.702205882,1.0375,243336.3026
461.4,954.4632353,7.216725069,16.23273064,2.496323529,243587.7375
462.2,1251.822059,8.768669577,19.22639735,5.382720588,244156.205
463,1413.117647,10.02922507,21.21129653,7.881617647,244750.7381
463.8,1748.952941,13.38414809,23.11401367,10.353125,245516.5217
464.6,1618.691176,12.61449477,22.83583697,13.17463235,246475.3327
465.4,1597.735294,11.54400994,20.83751005,15.53161765,247319.9713
466.2,1423.748529,9.79793773,20.52479463,17.65919118,248190.2017
467,1523.716176,10.97275678,21.40721938,19.26617647,248879.6728
467.8,1671.869118,12.98343434,23.09078441,21.09705882,249675.8939
468.6,1836.295588,13.76683852,23.51167567,23.25882353,250620.6072
469.4,1958.739706,13.35783117,23.24588551,25.19034926,251633.7853
470.2,1469.295588,11.61003562,22.69822065,26.89338235,252595.7625
470.9,1458.017647,11.53025908,21.89664953,28.35238971,253392.0039
471.7,1523.327941,11.21068618,21.60949707,29.59558824,254123.7855
472.5,1584.9,10.82350787,19.52392578,30.87049632,254915.2132
473.3,1627.538235,9.100557215,15.03978056,31.74926471,255739.0721
474.1,1651.236765,8.449024874,14.43452723,32.18952206,256317.2059
474.9,1664.457353,7.104563994,8.751615636,32.46590074,256832.4564
475.7,1662.426471,6.015337776,7.128367705,32.43768382,257259.9537
476.5,1652.2,5.853091969,6.81960162,32.26764706,257670.0938
477.3,1637.675,5.818840476,6.717708812,31.96847426,257992.3563
478.1,1622.389706,5.788681928,6.698608398,31.70873162,258326.7757
478.9,1607.485294,5.694149242,6.658756032,31.39191176,258689.1094
479.7,1591.975,5.637278837,6.652832031,31.14558824,259038.68
480.5,1577.667647,5.794713637,7.957548254,30.82352941,259424.3849
481.3,1567.170588,6.409912109,9.645385742,30.62941176,259790.7307
482.1,1566.170588,6.912734088,11.05576459,30.62435662,260218.1344
482.9,1571.054412,7.416920381,11.93237305,30.67205882,260688.3719
483.6,1580.788235,7.490952436,11.93237305,30.85294118,261197.8393
484.4,1589.401471,7.340770048,11.63024902,31.03088235,261692.9415
485.2,1596.582353,7.294060202,11.4654541,31.17205882,262226.4504
486,1603.341176,7.29711196,11.4654541,31.27858456,262712.1232
486.8,1610.041176,7.37523696,11.4654541,31.43318015,263188.873
487.6,1615.941176,7.130414177,10.87136661,31.52564338,263676.8662
488.4,1616.417647,6.470624138,9.185072955,31.57435662,264144.4531
489.2,1613.442647,6.516256893,9.149169922,31.49981618,264567.866
490,1608.997059,6.505270565,9.149169922,31.42490809,264970.9458
490.8,1605.367647,6.504803826,9.112979665,31.36580882,265371.7099
491.6,1601.564706,6.458632525,9.077076631,31.27591912,265801.6423
492.4,1597.583824,6.404670267,9.033203125,31.20487132,266227.4142
493.2,1592.698529,6.417164522,9.033203125,31.11470588,266627.8579
494,1589.048529,6.399284812,9.023401597,31.03685662,267025.6903
494.8,1584.094118,5.999432732,8.063174977,30.95882353,267460.0096
495.6,1560.980882,4.251349954,2.978838752,30.66452206,267838.8129
496.4,1521.701471,5.014181698,0,29.73299632,268093.3322
497.2,1426.301471,5.261733111,0,27.98446691,268293.9811
497.9,1316.773529,4.751191981,0,25.77012868,268385.1901
498.7,1232.467647,4.659675149,0,24.0890625,268391.3594
499.5,1068.101471,3.527149874,0,21.43547794,268402.4103
500.3,818.5970588,2.84754136,0,19.0890625,268559.8949
501.1,792.025,2.320161707,0,16.89650735,268842.1165
501.8,746.6514706,2.086504768,0,14.24512868,269024.9688
502.6,676.6485294,1.974020565,0,12.06608456,269167.1594
503.4,639.7323529,1.945836684,0,10.68382353,269298.2313
504.2,639.7073529,1.96745031,0,9.399080882,269417.1224
505,628.3617647,2.264332491,0,6.704595588,269553.6461
505.7,630.6044118,2.66985725,0,3.136672794,269707.4625
506.5,629.9441176,2.55941952,0,0.529871324,269878.2772
507.3,631.85,2.614638385,0,0,270076.3465
508.1,635.825,2.547715131,0,0,270255.7287
508.8,634.2647059,2.609181124,0,0,270425.3658
509.6,636.0441176,2.547930549,0,0,270594.0426
510.4,636.5558824,2.613309972,0,0,270772.6393
511.2,636.3470588,2.603903378,0,0,270951.5575
511.9,648.5705882,2.442124311,0,0,271122.8879
512.7,657.0161765,2.189187443,0,0,271290.5864
513.5,653.9,2.245842429,0,0,271442.5031
514.3,652.4573529,2.295496324,0,0,271599.777
515.1,651.3441176,2.27557014,0,0,271775.9881
515.8,651.0794118,2.285299862,0,0,271928.1388
516.6,648.8,2.31983858,0,0,272078.1125
517.4,652.2294118,2.188828412,0,0,272217.9561
518.2,640.8264706,2.323428883,0,0,272360.9439
518.9,661.2529412,2.15364344,0,0,272511.729
519.7,659.2132353,2.219489602,0,0,272685.3971
520.5,657.5926471,2.223115809,0,0,272853.4746
521.3,661.925,2.199204389,0,0,273016.9555
522,655.3088235,2.188253964,0,0,273179.7971
522.8,656.2867647,2.222290039,0,0,273342.4125
523.6,655.5117647,2.2289321,0,0,273507.0204
524.4,648.0794118,2.219740924,0,0,273663.7233
525.2,650,2.225126379,0,0,273810.5763
525.9,647.2117647,2.237117992,0,0,273953.543
526.7,652.2294118,2.223151712,0,0,274108.811
527.5,635.2661765,2.412827436,0,0,274266.6454
528.3,658.1632353,2.966918945,0.03823673,0.211764706,274414.2568
529.1,682.3764706,3.049567727,3.511998794,1.460294118,274601.3594
529.8,799.9838235,5.147346048,9.986285041,2.407169118,274812.6844
530.6,1112.229412,6.919483858,13.19206687,4.404136029,275188.252
531.4,1184.433824,6.925336052,15.27376063,6.457352941,275658.682
532.2,1341.805882,8.133939855,16.55883789,7.851746324,276129.8447
533,1531.182353,8.817138672,16.55883789,9.519485294,276657.2857
533.8,1537.205882,9.186042337,16.97538488,10.97619485,277330.6903
534.6,1342.508824,8.234073415,15.79690372,12.67242647,277952.6899
535.4,1379.372059,8.341602999,17.17985265,13.95919118,278525.5813
536.2,1465.788235,9.149672564,18.27220244,15.07794118,279113.1085
537,1324.288235,8.984590418,19.91440717,16.67426471,279806.8805
537.7,1444.038235,10.6416231,21.42710966,18.34044118,280441.4706
538.5,1587.123529,11.65283203,21.7590332,20.071875,281167.1053
539.3,1734.286765,12.46488683,21.7590332,22.01488971,281991.3138
540.1,1819.770588,11.71867819,19.61432962,23.75266544,282851.3388
540.9,1322.960294,8.850169462,19.10339355,25.07637868,283646.064
541.7,1343.388235,9.517858169,20.2154182,26.17159926,284252.2009
542.5,1398.955882,10.32477884,21.03591021,27.23235294,284887.3274
543.3,1460.297059,11.39386345,22.37739114,28.36985294,285565.5119
544.1,1532.473529,12.64131434,23.37750603,29.72876838,286391.7518
544.9,1610.2,13.55396944,24.3560432,31.30441176,287363.0307
545.7,1694.854412,14.82138241,25.01367906,32.92205882,288317.4476
546.5,1783.048529,15.21085851,25.08372587,34.65882353,289286.7864
547.3,1868.175,14.89573759,25.11901855,36.34862132,290318.9599
548.1,1941.816176,14.53178855,25.1195212,37.79908088,291442.8798
548.9,1606.122059,14.25476074,25.45898438,39.01948529,292403.3112
549.7,1539.767647,15.53362678,26.84986788,40.21764706,293367.5985
550.5,1590.388235,16.53022317,27.63539034,41.53786765,294425.0972
551.3,1642.854412,16.98601218,27.84273035,42.96314338,295565.0406
552,1697.507353,19.2980239,28.57421875,44.39586397,296698.3585
552.9,1756.848529,20.18856273,28.70680865,45.91939338,297869.0044
553.6,1811.5,16.36068905,25.20859662,47.45772059,299130.0949
554.5,1846.152941,11.55050839,18.8458611,48.45073529,300201.7528
555.3,1859.069118,9.214441636,15.1787971,48.78685662,300889.7864
556.1,1860.636765,8.765007468,14.73079906,48.85634191,301409.2809
556.9,1859.292647,8.863848518,15.75705136,48.753125,301968.4881
557.7,1861.358824,9.965174058,17.50391343,48.82058824,302580.6722
558.5,1866.733824,10.01805923,17.62989717,48.95294118,303256.3303
559.3,1873.335294,10.04832548,17.70629883,49.12426471,303948.6186
560.1,1879.888235,10.04663804,17.70629883,49.31075368,304651.2746
560.9,1886.269118,10.04437615,17.70629883,49.42077206,305429.4881
561.7,1892.305882,10.02595789,17.70629883,49.60459559,306119.2156
562.5,1897.654412,9.923777861,17.58975758,49.78060662,306785.948
563.3,1882.626471,8.88233858,14.86256319,49.80533088,307443.4053
564.1,1588.142647,7.966775333,13.40141745,49.71663603,308059.0695
564.9,1557.219118,7.201071347,11.88910989,49.56176471,308570.5831
565.7,1326.136765,4.160766602,1.033037971,49.30505515,308979.7724
566.5,1224.419118,3.697581572,0,48.58327206,309206.4498
567.3,1331.883824,3.25888241,0,47.51194853,309451.2518
568.1,1271.916176,3.554759306,0,45.47316176,309716.3695
568.9,1216.173529,4.109066234,0,43.46608456,309829.7077
569.7,1481.717647,4.986644072,0,41.29751838,309841.8125
570.5,1500.386765,5.061358284,0,39.46948529,309841.8125
571.2,1453.017647,5.04462747,0,38.10707721,309841.8125
572,1407.782353,5.031415154,0,36.928125,309841.8125
572.8,1373.401471,3.947718003,3.552066579,35.93547794,309925.4774
573.6,1339.302941,3.426405963,2.788732192,35.21636029,310293.4171
574.4,1366.651471,5.120131549,8.740521599,34.63988971,310650.6156
575.2,1444.079412,5.938182158,9.446267521,34.34099265,311058.4787
576,1475.625,7.407370175,13.21131089,34.12775735,311470.9708
576.8,1357.329412,7.058500402,13.48266602,34.30147059,311952.3603
577.6,1312.95,6.945405848,13.48266602,34.41433824,312425.7294
578.4,1316.527941,6.973194795,13.48266602,34.53042279,312882.6397
579.1,1321.501471,6.953160903,13.34896312,34.65735294,313320.6125
579.9,1322.927941,5.552188649,9.968620749,34.73299632,313809.2634
580.7,1319.258824,5.476397346,9.259033203,34.59770221,314198.1621
581.5,1313.598529,5.466631721,9.259033203,34.47784926,314556.261
582.2,1308.507353,5.427461512,9.259033203,34.29944853,314874.7033
583,1301.691176,5.40021111,9.259033203,34.04623162,315200.6601
583.8,1295.332353,5.396908031,9.452119715,33.88318015,315512.659
584.6,1290.098529,5.648049747,10.16960593,33.74935662,315845.5888
585.4,1285.894118,5.348797966,9.285924575,33.63869485,316200.0221
586.2,1272.188235,4.375610352,4.727819106,33.42058824,316510.6434
587,1249.820588,4.526654412,0,32.73474265,316772.9057
587.8,1174,4.35948989,0,30.82224265,316916.3711
588.6,997.1911765,3.123922909,0,28.53998162,316985.1594
589.4,1075.944118,2.399686926,0,26.32830882,317155.6735
590.2,844.5911765,1.875107709,0,23.90569853,317338.8471
590.9,709.2014706,1.696813247,0,21.49237132,317473.4213
591.7,653.5147059,1.564438764,0,19.14944853,317605.8548
592.5,633.0455882,1.735624426,0,16.96176471,317725.2978
593.3,639.6102941,1.613051471,0,14.58648897,317849.7307
594.1,639.4573529,1.662777171,0,12.14411765,317971.8704
594.8,626.8838235,1.810266831,0,9.937224265,318086.7517
595.6,617.4632353,1.990033318,0,7.702481618,318201.7239
596.4,617.7191176,2.499820485,0,5.177941176,318334.0485
597.2,621.2838235,2.593132468,0,2.796047794,318481.9789
598,623.85,2.597153608,0,0.808455882,318644.4145
598.7,624.9514706,2.605842142,0,0.026470588,318805.7739
599.5,634.3441176,2.548756319,0,0,318968.3877
600.3,655.1838235,2.078965131,0,0,319125.2114
601.1,647.075,2.253489775,0,0,319270.0676
601.8,649.3926471,2.204051298,0,0,319409.9559
602.6,653.7205882,2.219453699,0,0,319557.6563
603.4,651.5,2.241031422,0,0,319721.8846
604.2,650.0176471,2.242395738,0,0,319867.1467
605,653.1147059,2.126859777,0,0,320008.2638
605.7,642.0426471,2.210944681,0,0,320143.2868
606.5,651.0426471,2.138205136,0,0,320278.675
607.3,652.7,2.147539924,0,0,320434.5846
608.1,653.9264706,2.153212603,0,0,320577.173
608.9,654.0455882,2.146678251,0,0,320722.6066
609.7,652.4882353,2.156407973,0,0,320871.4415
610.5,648.2441176,2.180139878,0,0,321021.9151
611.2,643.9029412,2.204159007,0,0,321171.3355
612,650.6014706,2.160859949,0,0,321307.6085
612.8,651.2838235,2.163839901,0,0,321442.796
613.6,653.0426471,2.148940142,0,0,321589.1485
614.3,651.9676471,2.145637063,0,0,321728.882
615.1,649.325,2.156300264,0,0,321868.3188
615.9,643.8117647,2.122551413,0,0,322010.8599
616.7,659.825,2.35606474,0,0,322149.8158
617.4,682.2588235,2.797923369,6.431489832,0.515992647,322318.83
618.2,872.9382353,6.579051298,18.16215964,1.919669118,322518.4478
619,1329.172059,9.92352654,20.5657959,5.029503676,323069.6335
619.8,1514.157353,10.48117245,20.5800135,8.440992647,323833.0129
620.6,1726.341176,11.59122243,20.6533993,10.89494485,324569.0717
621.4,1445.445588,8.382676068,10.12627097,13.27205882,325327.3796
622.2,1219.225,4.155129825,0.02746582,14.25634191,325864.204
623,1118.2,3.06084128,2.456126494,14.04485294,326159.4561
623.7,1145.891176,3.788452148,6.203541475,13.68915441,326352.5581
624.5,1187.969118,4.635799632,8.986170152,13.59108456,326583.5974
625.4,1228.279412,5.182746438,9.013276942,13.73924632,326862.1952
626.1,1233.5,4.90151798,8.0800135,13.92849265,327203.5515
626.9,1221.2,4.449893727,6.63186466,14.04669118,327505.3548
627.7,1152.305882,3.293959674,2.599918141,13.95919118,327755.7803
628.5,919.8470588,3.309936523,0,13.4421875,327949.6167
629.3,927.7338235,2.986773323,0,11.92417279,328126.5983
630,770.3308824,2.582541073,0,9.796507353,328312.8318
630.8,707.2382353,2.29556813,0,8.369669118,328460.6336
631.6,661.9588235,2.428983801,0,6.668566176,328623.5594
